# Model:
# Number_of_Rigid_Bodies:1
# Number_of_Frames:376
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy
191.0,1.91,8.64,0.0,0.7071,0.7071
192.0,1.92,8.68,0.0,0.7071,0.7071
193.0,1.93,8.72,0.0,0.7071,0.7071
194.0,1.94,8.76,0.0,0.7071,0.7071
195.0,1.95,8.8,0.0,0.7071,0.7071
196.0,1.96,8.84,0.0,0.7071,0.7071
197.0,1.97,8.88,0.0,0.7071,0.7071
198.0,1.98,8.92,0.0,0.7071,0.7071
199.0,1.99,8.96,0.0,0.7071,0.7071
200.0,2.0,9.0,0.0,0.7071,0.7071
201.0,2.01,9.04,0.0,0.7071,0.7071
202.0,2.02,9.08,0.0,0.7071,0.7071
203.0,2.03,9.12,0.0,0.7071,0.7071
204.0,2.04,9.16,0.0,0.7071,0.7071
205.0,2.05,9.2,0.0,0.7071,0.7071
206.0,2.06,9.24,0.0,0.7071,0.7071
207.0,2.07,9.28,0.0,0.7071,0.7071
208.0,2.08,9.32,0.0,0.7071,0.7071
209.0,2.09,9.36,0.0,0.7071,0.7071
210.0,2.1,9.4,0.0,0.7071,0.7071
211.0,2.11,9.44,0.0,0.7071,0.7071
212.0,2.12,9.48,0.0,0.7071,0.7071
213.0,2.13,9.52,0.0,0.7071,0.7071
214.0,2.14,9.56,0.0,0.7071,0.7071
215.0,2.15,9.6,0.0,0.7071,0.7071
216.0,2.16,9.64,0.0,0.7071,0.7071
217.0,2.17,9.68,0.0,0.7071,0.7071
218.0,2.18,9.72,0.0,0.7071,0.7071
219.0,2.19,9.76,0.0,0.7071,0.7071
220.0,2.2,9.8,0.0,0.7071,0.7071
221.0,2.21,9.84,0.0,0.7071,0.7071
222.0,2.22,9.88,0.0,0.7071,0.7071
223.0,2.23,9.92,0.0,0.7071,0.7071
224.0,2.24,9.96,0.0,0.7071,0.7071
225.0,2.25,10.0,0.0,0.7071,0.7071
226.0,2.26,10.04,0.0,0.7071,0.7071
227.0,2.27,10.08,0.0,0.7071,0.7071
228.0,2.28,10.12,0.0,0.7071,0.7071
229.0,2.29,10.16,0.0,0.7071,0.7071
230.0,2.3,10.2,0.0,0.7071,0.7071
231.0,2.31,10.24,0.0,0.7071,0.7071
232.0,2.32,10.28,0.0,0.7071,0.7071
233.0,2.33,10.32,0.0,0.7071,0.7071
234.0,2.34,10.36,0.0,0.7071,0.7071
235.0,2.35,10.4,0.0,0.7071,0.7071
236.0,2.36,10.44,0.0,0.7071,0.7071
237.0,2.37,10.48,0.0,0.7071,0.7071
238.0,2.38,10.52,0.0,0.7071,0.7071
239.0,2.39,10.56,0.0,0.7071,0.7071
240.0,2.4,10.6,0.0,0.7071,0.7071
241.0,2.41,10.64,0.0,0.7071,0.7071
242.0,2.42,10.68,0.0,0.7071,0.7071
243.0,2.43,10.72,0.0,0.7071,0.7071
244.0,2.44,10.76,0.0,0.7071,0.7071
245.0,2.45,10.8,0.0,0.7071,0.7071
246.0,2.46,10.84,0.0,0.7071,0.7071
247.0,2.47,10.88,0.0,0.7071,0.7071
248.0,2.48,10.92,0.0,0.7071,0.7071
249.0,2.49,10.96,0.0,0.7071,0.7071
250.0,2.5,11.0,0.0,0.7071,0.7071
251.0,2.51,11.04,0.0,0.7071,0.7071
252.0,2.52,11.08,0.0,0.7071,0.7071
253.0,2.53,11.12,0.0,0.7071,0.7071
254.0,2.54,11.16,0.0,0.7071,0.7071
255.0,2.55,11.2,0.0,0.7071,0.7071
256.0,2.56,11.24,0.0,0.7071,0.7071
257.0,2.57,11.28,0.0,0.7071,0.7071
258.0,2.58,11.32,0.0,0.7071,0.7071
259.0,2.59,11.36,0.0,0.7071,0.7071
260.0,2.6,11.4,0.0,0.7071,0.7071
261.0,2.61,11.44,0.0,0.7071,0.7071
262.0,2.62,11.48,0.0,0.7071,0.7071
263.0,2.63,11.52,0.0,0.7071,0.7071
264.0,2.64,11.56,0.0,0.7071,0.7071
265.0,2.65,11.6,0.0,0.7071,0.7071
266.0,2.66,11.64,0.0,0.7071,0.7071
267.0,2.67,11.68,0.0,0.7071,0.7071
268.0,2.68,11.72,0.0,0.7071,0.7071
269.0,2.69,11.76,0.0,0.7071,0.7071
270.0,2.7,11.8,0.0,0.7071,0.7071
271.0,2.71,11.84,0.0,0.7071,0.7071
272.0,2.72,11.88,0.0,0.7071,0.7071
273.0,2.73,11.92,0.0,0.7071,0.7071
274.0,2.74,11.96,0.0,0.7071,0.7071
275.0,2.75,12.0,0.0,0.7071,0.7071
276.0,2.76,12.04,0.0,0.7071,0.7071
277.0,2.77,12.08,0.0,0.7071,0.7071
278.0,2.78,12.12,0.0,0.7071,0.7071
279.0,2.79,12.16,0.0,0.7071,0.7071
280.0,2.8,12.2,0.0,0.7071,0.7071
281.0,2.81,12.24,0.0,0.7071,0.7071
282.0,2.82,12.28,0.0,0.7071,0.7071
283.0,2.83,12.32,0.0,0.7071,0.7071
284.0,2.84,12.36,0.0,0.7071,0.7071
285.0,2.85,12.4,0.0,0.7071,0.7071
286.0,2.86,12.44,0.0,0.7071,0.7071
287.0,2.87,12.48,0.0,0.7071,0.7071
288.0,2.88,12.52,0.0,0.7071,0.7071
289.0,2.89,12.56,0.0,0.7071,0.7071
290.0,2.9,12.6,0.0,0.7071,0.7071
291.0,2.91,12.64,0.0,0.7071,0.7071
292.0,2.92,12.68,0.0,0.7071,0.7071
293.0,2.93,12.72,0.0,0.7071,0.7071
294.0,2.94,12.76,0.0,0.7071,0.7071
295.0,2.95,12.8,0.0,0.7071,0.7071
296.0,2.96,12.84,0.0,0.7071,0.7071
297.0,2.97,12.88,0.0,0.7071,0.7071
298.0,2.98,12.92,0.0,0.7071,0.7071
299.0,2.99,12.96,0.0,0.7071,0.7071
300.0,3.0,13.0,0.0,0.7071,0.7071
301.0,3.01,13.04,0.0,0.7071,0.7071
302.0,3.02,13.08,0.0,0.7071,0.7071
303.0,3.03,13.12,0.0,0.7071,0.7071
304.0,3.04,13.16,0.0,0.7071,0.7071
305.0,3.05,13.2,0.0,0.7071,0.7071
306.0,3.06,13.24,0.0,0.7071,0.7071
307.0,3.07,13.28,0.0,0.7071,0.7071
308.0,3.08,13.32,0.0,0.7071,0.7071
309.0,3.09,13.36,0.0,0.7071,0.7071
310.0,3.1,13.4,0.0,0.7071,0.7071
311.0,3.11,13.44,0.0,0.7071,0.7071
312.0,3.12,13.48,0.0,0.7071,0.7071
313.0,3.13,13.52,0.0,0.7071,0.7071
314.0,3.14,13.56,0.0,0.7071,0.7071
315.0,3.15,13.6,0.0,0.7071,0.7071
316.0,3.16,13.64,0.0,0.7071,0.7071
317.0,3.17,13.68,0.0,0.7071,0.7071
318.0,3.18,13.72,0.0,0.7071,0.7071
319.0,3.19,13.76,0.0,0.7071,0.7071
320.0,3.2,13.8,0.0,0.7071,0.7071
321.0,3.21,13.84,0.0,0.7071,0.7071
322.0,3.22,13.88,0.0,0.7071,0.7071
323.0,3.23,13.92,0.0,0.7071,0.7071
324.0,3.24,13.96,0.0,0.7071,0.7071
325.0,3.25,14.0,0.0,0.7071,0.7071
326.0,3.26,14.04,0.0,0.7071,0.7071
327.0,3.27,14.08,0.0,0.7071,0.7071
328.0,3.28,14.12,0.0,0.7071,0.7071
329.0,3.29,14.16,0.0,0.7071,0.7071
330.0,3.3,14.2,0.0,0.7071,0.7071
331.0,3.31,14.24,0.0,0.7071,0.7071
332.0,3.32,14.28,0.0,0.7071,0.7071
333.0,3.33,14.32,0.0,0.7071,0.7071
334.0,3.34,14.36,0.0,0.7071,0.7071
335.0,3.35,14.4,0.0,0.7071,0.7071
336.0,3.36,14.44,0.0,0.7071,0.7071
337.0,3.37,14.48,0.0,0.7071,0.7071
338.0,3.38,14.52,0.0,0.7071,0.7071
339.0,3.39,14.56,0.0,0.7071,0.7071
340.0,3.4,14.6,0.0,0.7071,0.7071
341.0,3.41,14.64,0.0,0.7071,0.7071
342.0,3.42,14.68,0.0,0.7071,0.7071
343.0,3.43,14.72,0.0,0.7071,0.7071
344.0,3.44,14.76,0.0,0.7071,0.7071
345.0,3.45,14.8,0.0,0.7071,0.7071
346.0,3.46,14.84,0.0,0.7071,0.7071
347.0,3.47,14.88,0.0,0.7071,0.7071
348.0,3.48,14.92,0.0,0.7071,0.7071
349.0,3.49,14.96,0.0,0.7071,0.7071
350.0,3.5,15.0,0.0,0.7071,0.7071
351.0,3.51,15.04,0.0,0.7071,0.7071
352.0,3.52,15.08,0.0,0.7071,0.7071
353.0,3.53,15.12,0.0,0.7071,0.7071
354.0,3.54,15.16,0.0,0.7071,0.7071
355.0,3.55,15.2,0.0,0.7071,0.7071
356.0,3.56,15.24,0.0,0.7071,0.7071
357.0,3.57,15.28,0.0,0.7071,0.7071
358.0,3.58,15.32,0.0,0.7071,0.7071
359.0,3.59,15.36,0.0,0.7071,0.7071
360.0,3.6,15.4,0.0,0.7071,0.7071
361.0,3.61,15.44,0.0,0.7071,0.7071
362.0,3.62,15.48,0.0,0.7071,0.7071
363.0,3.63,15.52,0.0,0.7071,0.7071
364.0,3.64,15.56,0.0,0.7071,0.7071
365.0,3.65,15.6,0.0,0.7071,0.7071
366.0,3.66,15.64,0.0,0.7071,0.7071
367.0,3.67,15.68,0.0,0.7071,0.7071
368.0,3.68,15.72,0.0,0.7071,0.7071
369.0,3.69,15.76,0.0,0.7071,0.7071
370.0,3.7,15.8,0.0,0.7071,0.7071
371.0,3.71,15.84,0.0,0.7071,0.7071
372.0,3.72,15.88,0.0,0.7071,0.7071
373.0,3.73,15.92,0.0,0.7071,0.7071
374.0,3.74,15.96,0.0,0.7071,0.7071
375.0,3.75,16.0,0.0,0.7071,0.7071

# ***** Velocities [m.s^-1] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy
0.0,0.0,4.0,0.0,0.0,0.0
1.0,0.01,4.0,0.0,0.0,0.0
2.0,0.02,4.0,0.0,0.0,0.0
3.0,0.03,4.0,0.0,0.0,0.0
4.0,0.04,4.0,0.0,0.0,0.0
5.0,0.05,4.0,0.0,0.0,0.0
6.0,0.06,4.0,0.0,0.0,0.0
7.0,0.07,4.0,0.0,0.0,0.0
8.0,0.08,4.0,0.0,0.0,0.0
9.0,0.09,4.0,0.0,0.0,0.0
10.0,0.1,4.0,0.0,0.0,0.0
11.0,0.11,4.0,0.0,0.0,0.0
12.0,0.12,4.0,0.0,0.0,0.0
13.0,0.13,4.0,0.0,0.0,0.0
14.0,0.14,4.0,0.0,0.0,0.0
15.0,0.15,4.0,0.0,0.0,0.0
16.0,0.16,4.0,0.0,0.0,0.0
17.0,0.17,4.0,0.0,0.0,0.0
18.0,0.18,4.0,0.0,0.0,0.0
19.0,0.19,4.0,0.0,0.0,0.0
20.0,0.2,4.0,0.0,0.0,0.0
21.0,0.21,4.0,0.0,0.0,0.0
22.0,0.22,4.0,0.0,0.0,0.0
23.0,0.23,4.0,0.0,0.0,0.0
24.0,0.24,4.0,0.0,0.0,0.0
25.0,0.25,4.0,0.0,0.0,0.0
26.0,0.26,4.0,0.0,0.0,0.0
27.0,0.27,4.0,0.0,0.0,0.0
28.0,0.28,4.0,0.0,0.0,0.0
29.0,0.29,4.0,0.0,0.0,0.0
30.0,0.3,4.0,0.0,0.0,0.0
31.0,0.31,4.0,0.0,0.0,0.0
32.0,0.32,4.0,0.0,0.0,0.0
33.0,0.33,4.0,0.0,0.0,0.0
34.0,0.34,4.0,0.0,0.0,0.0
35.0,0.35,4.0,0.0,0.0,0.0
36.0,0.36,4.0,0.0,0.0,0.0
37.0,0.37,4.0,0.0,0.0,0.0
38.0,0.38,4.0,0.0,0.0,0.0
39.0,0.39,4.0,0.0,0.0,0.0
40.0,0.4,4.0,0.0,0.0,0.0
41.0,0.41,4.0,0.0,0.0,0.0
42.0,0.42,4.0,0.0,0.0,0.0
43.0,0.43,4.0,0.0,0.0,0.0
44.0,0.44,4.0,0.0,0.0,0.0
45.0,0.45,4.0,0.0,0.0,0.0
46.0,0.46,4.0,0.0,0.0,0.0
47.0,0.47,4.0,0.0,0.0,0.0
48.0,0.48,4.0,0.0,0.0,0.0
49.0,0.49,4.0,0.0,0.0,0.0
50.0,0.5,4.0,0.0,0.0,0.0
51.0,0.51,4.0,0.0,0.0,0.0
52.0,0.52,4.0,0.0,0.0,0.0
53.0,0.53,4.0,0.0,0.0,0.0
54.0,0.54,4.0,0.0,0.0,0.0
55.0,0.55,4.0,0.0,0.0,0.0
56.0,0.56,4.0,0.0,0.0,0.0
57.0,0.57,4.0,0.0,0.0,0.0
58.0,0.58,4.0,0.0,0.0,0.0
59.0,0.59,4.0,0.0,0.0,0.0
60.0,0.6,4.0,0.0,0.0,0.0
61.0,0.61,4.0,0.0,0.0,0.0
62.0,0.62,4.0,0.0,0.0,0.0
63.0,0.63,4.0,0.0,0.0,0.0
64.0,0.64,4.0,0.0,0.0,0.0
65.0,0.65,4.0,0.0,0.0,0.0
66.0,0.66,4.0,0.0,0.0,0.0
67.0,0.67,4.0,0.0,0.0,0.0
68.0,0.68,4.0,0.0,0.0,0.0
69.0,0.69,4.0,0.0,0.0,0.0
70.0,0.7,4.0,0.0,0.0,0.0
71.0,0.71,4.0,0.0,0.0,0.0
72.0,0.72,4.0,0.0,0.0,0.0
73.0,0.73,4.0,0.0,0.0,0.0
74.0,0.74,4.0,0.0,0.0,0.0
75.0,0.75,4.0,0.0,0.0,0.0
76.0,0.76,4.0,0.0,0.0,0.0
77.0,0.77,4.0,0.0,0.0,0.0
78.0,0.78,4.0,0.0,0.0,0.0
79.0,0.79,4.0,0.0,0.0,0.0
80.0,0.8,4.0,0.0,0.0,0.0
81.0,0.81,4.0,0.0,0.0,0.0
82.0,0.82,4.0,0.0,0.0,0.0
83.0,0.83,4.0,0.0,0.0,0.0
84.0,0.84,4.0,0.0,0.0,0.0
85.0,0.85,4.0,0.0,0.0,0.0
86.0,0.86,4.0,0.0,0.0,0.0
87.0,0.87,4.0,0.0,0.0,0.0
88.0,0.88,4.0,0.0,0.0,0.0
89.0,0.89,4.0,0.0,0.0,0.0
90.0,0.9,4.0,0.0,0.0,0.0
91.0,0.91,4.0,0.0,0.0,0.0
92.0,0.92,4.0,0.0,0.0,0.0
93.0,0.93,4.0,0.0,0.0,0.0
94.0,0.94,4.0,0.0,0.0,0.0
95.0,0.95,4.0,0.0,0.0,0.0
96.0,0.96,4.0,0.0,0.0,0.0
97.0,0.97,4.0,0.0,0.0,0.0
98.0,0.98,4.0,0.0,0.0,0.0
99.0,0.99,4.0,0.0,0.0,0.0
100.0,1.0,4.0,0.0,0.0,0.0
101.0,1.01,4.0,0.0,0.0,0.0
102.0,1.02,4.0,0.0,0.0,0.0
103.0,1.03,4.0,0.0,0.0,0.0
104.0,1.04,4.0,0.0,0.0,0.0
105.0,1.05,4.0,0.0,0.0,0.0
106.0,1.06,4.0,0.0,0.0,0.0
107.0,1.07,4.0,0.0,0.0,0.0
108.0,1.08,4.0,0.0,0.0,0.0
109.0,1.09,4.0,0.0,0.0,0.0
110.0,1.1,4.0,0.0,0.0,0.0
111.0,1.11,4.0,0.0,0.0,0.0
112.0,1.12,4.0,0.0,0.0,0.0
113.0,1.13,4.0,0.0,0.0,0.0
114.0,1.14,4.0,0.0,0.0,0.0
115.0,1.15,4.0,0.0,0.0,0.0
116.0,1.16,4.0,0.0,0.0,0.0
117.0,1.17,4.0,0.0,0.0,0.0
118.0,1.18,4.0,0.0,0.0,0.0
119.0,1.19,4.0,0.0,0.0,0.0
120.0,1.2,4.0,0.0,0.0,0.0
121.0,1.21,4.0,0.0,0.0,0.0
122.0,1.22,4.0,0.0,0.0,0.0
123.0,1.23,4.0,0.0,0.0,0.0
124.0,1.24,4.0,0.0,0.0,0.0
125.0,1.25,4.0,0.0,0.0,0.0
126.0,1.26,4.0,0.0,0.0,0.0
127.0,1.27,4.0,0.0,0.0,0.0
128.0,1.28,4.0,0.0,0.0,0.0
129.0,1.29,4.0,0.0,0.0,0.0
130.0,1.3,4.0,0.0,0.0,0.0
131.0,1.31,4.0,0.0,0.0,0.0
132.0,1.32,4.0,0.0,0.0,0.0
133.0,1.33,4.0,0.0,0.0,0.0
134.0,1.34,4.0,0.0,0.0,0.0
135.0,1.35,4.0,0.0,0.0,0.0
136.0,1.36,4.0,0.0,0.0,0.0
137.0,1.37,4.0,0.0,0.0,0.0
138.0,1.38,4.0,0.0,0.0,0.0
139.0,1.39,4.0,0.0,0.0,0.0
140.0,1.4,4.0,0.0,0.0,0.0
141.0,1.41,4.0,0.0,0.0,0.0
142.0,1.42,4.0,0.0,0.0,0.0
143.0,1.43,4.0,0.0,0.0,0.0
144.0,1.44,4.0,0.0,0.0,0.0
145.0,1.45,4.0,0.0,0.0,0.0
146.0,1.46,4.0,0.0,0.0,0.0
147.0,1.47,4.0,0.0,0.0,0.0
148.0,1.48,4.0,0.0,0.0,0.0
149.0,1.49,4.0,0.0,0.0,0.0
150.0,1.5,4.0,0.0,0.0,0.0
151.0,1.51,4.0,0.0,0.0,0.0
152.0,1.52,4.0,0.0,0.0,0.0
153.0,1.53,4.0,0.0,0.0,0.0
154.0,1.54,4.0,0.0,0.0,0.0
155.0,1.55,4.0,0.0,0.0,0.0
156.0,1.56,4.0,0.0,0.0,0.0
157.0,1.57,4.0,0.0,0.0,0.0
158.0,1.58,4.0,0.0,0.0,0.0
159.0,1.59,4.0,0.0,0.0,0.0
160.0,1.6,4.0,0.0,0.0,0.0
161.0,1.61,4.0,0.0,0.0,0.0
162.0,1.62,4.0,0.0,0.0,0.0
163.0,1.63,4.0,0.0,0.0,0.0
